0.003548	-0.008010	0.001884	-0.006911	0.002399	-0.007949	0.000850	-0.006897	0.003433	-0.008478	0.004490	-0.005890	0.004002	-0.003806	0.004988	-0.008499	0.002408	-0.006908	0.007147	-0.000734	0.006028	-0.007988	0.000846	-0.007411	0.000890	-0.001157	0.008682	-0.002312	0.005512	-0.007983	0.000818	-0.010009	0.008114	-0.006965	0.007596	-0.006963	0.008625	-0.008009	0.007566	-0.010080	
-0.008010	0.019151	-0.004219	0.016594	-0.005455	0.019086	-0.001736	0.016561	-0.007934	0.020355	-0.010465	0.014130	-0.009289	0.009122	-0.011666	0.020405	-0.005476	0.016586	-0.016850	0.001751	-0.014162	0.019173	-0.001727	0.017795	-0.001830	0.002764	-0.020538	0.005539	-0.012923	0.019163	-0.001642	0.024033	-0.019173	0.016721	-0.017927	0.016717	-0.020399	0.019228	-0.017855	0.024203	
0.001884	-0.004219	0.001174	-0.003729	0.001343	-0.004216	0.000537	-0.003669	0.001880	-0.004491	0.002431	-0.003147	0.002178	-0.002065	0.002688	-0.004502	0.001348	-0.003675	0.003812	-0.000463	0.003230	-0.004237	0.000535	-0.003937	0.000559	-0.000688	0.004611	-0.001284	0.002961	-0.004234	0.000524	-0.005288	0.004315	-0.003705	0.004045	-0.003705	0.004580	-0.004248	0.004030	-0.005324	
-0.006911	0.016594	-0.003729	0.014477	-0.004747	0.016583	-0.001526	0.014397	-0.006893	0.017682	-0.009084	0.012292	-0.008065	0.007955	-0.010124	0.017725	-0.004765	0.014419	-0.014612	0.001570	-0.012284	0.016658	-0.001519	0.015465	-0.001608	0.002450	-0.017806	0.004849	-0.011212	0.016649	-0.001445	0.020866	-0.016624	0.014535	-0.015545	0.014531	-0.017685	0.016706	-0.015482	0.021013	
0.002399	-0.005455	0.001343	-0.004747	0.001787	-0.005489	0.000640	-0.004737	0.002393	-0.005810	0.003112	-0.004054	0.002781	-0.002640	0.003449	-0.005824	0.001699	-0.004745	0.004916	-0.000552	0.004156	-0.005478	0.000637	-0.005086	0.000669	-0.000843	0.005958	-0.001623	0.003805	-0.005474	0.000621	-0.006850	0.005572	-0.004784	0.005220	-0.004782	0.005918	-0.005492	0.005199	-0.006898	
-0.007949	0.019086	-0.004216	0.016583	-0.005489	0.019110	-0.001735	0.016550	-0.007928	0.020342	-0.010459	0.014120	-0.009284	0.009116	-0.011658	0.020391	-0.005472	0.016574	-0.016842	0.001750	-0.014153	0.019160	-0.001726	0.017783	-0.001829	0.002763	-0.020527	0.005535	-0.012914	0.019149	-0.001640	0.024018	-0.019163	0.016711	-0.017918	0.016706	-0.020388	0.019216	-0.017846	0.024188	
0.000850	-0.001736	0.000537	-0.001526	0.000640	-0.001735	0.000418	-0.001561	0.000848	-0.001841	0.001063	-0.001324	0.000966	-0.000907	0.001161	-0.001845	0.000642	-0.001526	0.001597	-0.000281	0.001372	-0.001744	0.000327	-0.001627	0.000339	-0.000375	0.001906	-0.000600	0.001267	-0.001742	0.000328	-0.002150	0.001791	-0.001539	0.001687	-0.001538	0.001893	-0.001749	0.001681	-0.002164	
-0.006897	0.016561	-0.003669	0.014397	-0.004737	0.016550	-0.001561	0.014407	-0.006879	0.017647	-0.009067	0.012267	-0.008051	0.007939	-0.010104	0.017690	-0.004755	0.014390	-0.014586	0.001567	-0.012261	0.016625	-0.001516	0.015435	-0.001605	0.002445	-0.017773	0.004840	-0.011190	0.016616	-0.001442	0.020826	-0.016593	0.014507	-0.015517	0.014503	-0.017653	0.016674	-0.015454	0.020973	
0.003433	-0.007934	0.001880	-0.006893	0.002393	-0.007928	0.000848	-0.006879	0.003521	-0.008495	0.004479	-0.005874	0.003992	-0.003796	0.004975	-0.008477	0.002402	-0.006890	0.007130	-0.000732	0.006013	-0.007967	0.000844	-0.007392	0.000888	-0.001154	0.008661	-0.002306	0.005498	-0.007962	0.000816	-0.009984	0.008094	-0.006948	0.007577	-0.006946	0.008604	-0.007989	0.007547	-0.010054	
-0.008478	0.020355	-0.004491	0.017682	-0.005810	0.020342	-0.001841	0.017647	-0.008495	0.021735	-0.011159	0.015051	-0.009905	0.009708	-0.012440	0.021750	-0.005832	0.017673	-0.017977	0.001842	-0.015105	0.020436	-0.001832	0.018964	-0.001941	0.002922	-0.021912	0.005884	-0.013782	0.020424	-0.001740	0.025623	-0.020456	0.017820	-0.019126	0.017815	-0.021765	0.020495	-0.019049	0.025806	
