0.000000	0.000000	0.000000
0.491883	1.762890	0.944574
0.128087	2.754699	1.072311
0.239499	3.726156	1.309527
1.024898	4.245343	2.164188
1.810296	4.008127	3.135645
2.595693	3.153465	3.654833
3.381090	2.182005	3.417618
4.166488	1.662817	2.562958
4.951886	1.900031	1.591500
5.737284	3.609351	0.553123
6.522682	5.552265	1.027551
7.118554	6.894074	2.510639
7.292062	7.959698	4.203106
6.986430	9.485193	5.496499
7.005980	10.985113	6.819465
6.992558	12.502654	8.122181
7.050543	13.942150	9.510652
7.356436	14.896690	11.268165
6.571038	16.814402	11.835953
7.051572	18.252467	13.225906
6.801630	19.989648	14.216966
6.948067	20.776639	14.833933
7.733465	20.896864	15.826679
7.199806	21.775873	16.972992
6.414408	22.767276	17.103838
5.629010	23.560826	16.495333
4.843611	23.692423	15.498240
4.058213	22.475412	13.911140
3.272815	20.492607	13.649448
2.501997	19.690270	14.246319
2.445967	18.922617	14.887185
1.660569	18.832965	15.883158
0.875170	19.473831	16.650811
0.089772	20.469805	16.740463
-0.695626	21.237458	16.099597
-1.481024	21.327110	15.103623
-2.266422	20.686243	14.335969
-3.032341	19.692205	14.226934
-3.817739	18.912215	14.852726
-4.603137	18.803180	15.846764
-5.388535	19.428972	16.626754
-6.173933	20.423010	16.735789
-6.959331	21.203001	16.109997
-7.744729	21.312036	15.115959
-8.530128	20.686244	14.335969
-9.307032	19.693167	14.218495
-10.092431	18.907890	14.837639
-10.877829	18.790416	15.830715
-11.663227	19.409560	16.615993
-12.448625	20.402636	16.733466
-13.234023	21.187914	16.114322
-14.019421	21.305531	15.120036
-14.804820	20.686386	14.334759
-15.590218	19.693310	14.217285
-16.375616	18.908033	14.836429
-17.161014	18.790559	15.829505
-17.946412	19.409703	16.614782
-18.731810	20.402779	16.732256
-19.517208	21.188057	16.113112
-20.302607	21.305531	15.120036
-21.088005	20.686387	14.334759
-21.873403	19.693311	14.217285
-22.658801	18.908033	14.836429
-23.444199	18.790559	15.829505
-24.229597	19.409704	16.614782
-25.014995	20.402780	16.732256
-25.800394	21.188057	16.113112
-26.585792	21.305531	15.120036
-27.371190	20.686387	14.334758
-28.156588	19.693311	14.217284
-28.941986	18.908034	14.836428
-29.727384	18.790560	15.829504
-30.512782	19.409704	16.614782
-31.298180	20.402780	16.732256
-32.083579	21.188057	16.113112
-32.868977	21.305532	15.120036
-33.654375	20.686388	14.334758
-34.439773	19.693312	14.217284
-35.225171	18.908034	14.836428
-36.010569	18.790560	15.829504
-36.795968	19.409704	16.614781
-37.581366	20.402780	16.732256
-38.366764	21.188057	16.113112
-39.152162	21.305532	15.120036
-39.937560	20.686388	14.334758
-40.722958	19.693312	14.217284
-41.508357	18.908034	14.836428
-42.293755	18.790560	15.829504
-43.079153	19.409704	16.614781
-43.864551	20.402780	16.732256
-44.649949	21.188058	16.113111
-45.435347	21.305532	15.120035
-46.220745	20.686389	14.334757
-47.006144	19.693313	14.217283
-47.791542	18.908035	14.836426
-48.576940	18.790561	15.829502
-49.362338	19.409704	16.614780
-50.147736	20.402780	16.732255
-50.933134	21.188058	16.113111
