14	1.048006
16	1.493472
35	0.864024
37	0.009233
38	1.577269
39	0.858863
40	1.421923
44	0.652335
45	1.684838
51	1.201590
76	0.582898
95	0.693268
98	0.420390
41	2.637781
107	2.417824
53	2.649022
43	2.994649
89	4.512592
56	4.523149
11	3.461593
34	2.228088
42	0.069244
50	2.029270
108	5.224882
52	5.704951
96	3.576716
73	9.031713
54	8.829394
83	8.586585
75	11.036034
85	11.551937
55	6.029930
72	14.336236
59	14.439850
84	10.402459
88	17.211077
58	13.067056
74	14.259764
61	22.378393
62	23.202533
67	25.979404
106	20.866186
68	30.608740
71	29.108200
99	28.976508
105	34.755537
69	33.729385
70	45.886023
104	52.708656
100	57.020087
65	33.917598
60	24.196863
87	37.213974
57	4.345942
103	52.141660
63	17.165580
64	33.502038
90	10.650778
66	47.121681
86	49.718113
101	67.876776
