0.019687	-0.010103	0.008045	0.001286	0.006848	-0.000330	0.000324	-0.000229	0.004034	0.007682	-0.004593	-0.001496	-0.004077	-0.005578	0.000708	-0.005642	0.003380	-0.008108	-0.002583	-0.007118	-0.002253	-0.003862	-0.004551	-0.001360	0.004183	-0.002244	-0.009576	0.001670	-0.007622	0.006447	-0.006140	0.008457	-0.009396	-0.006099	-0.012413	0.004481	-0.012519	0.004360	0.010158	-0.006516	0.010763	-0.006477	-0.001708	-0.012479	0.012238	-0.003340	-0.014472	-0.000560	-0.014799	-0.003343	-0.006559	-0.010134	-0.019160	0.000248	-0.017460	0.008178	-0.017571	0.007950	-0.020592	0.006747	-0.020601	0.006799	-0.009482	0.013352	-0.024334	0.005017	-0.022662	0.011913	-0.013733	0.016267	-0.025684	0.010553	-0.017353	0.018111	-0.017368	0.017917	-0.026094	0.018408	-0.027798	0.015825	-0.030786	0.014563	-0.030142	0.003700	-0.036709	0.007515	-0.036067	0.001819	-0.036046	0.001974	-0.039112	0.006297	-0.036760	0.012888	-0.045166	0.009177	-0.048923	0.005757	-0.050758	0.003591	-0.035851	0.017045	-0.025101	0.022168	-0.033771	0.025248	-0.003034	0.013223	-0.048607	-0.004582	-0.018405	0.022164	-0.028386	0.026075	-0.007963	0.019458	-0.036612	0.025268	-0.041382	0.020530	-0.056514	-0.000725	
-0.010103	0.069278	-0.055229	-0.010760	-0.044375	0.001710	0.002328	0.000799	-0.021433	-0.057389	0.043455	0.009614	0.039643	0.039522	0.003870	0.040601	-0.020683	0.060639	0.028320	0.051114	0.026374	0.027030	0.043112	0.008635	-0.023524	0.016114	0.079565	-0.012604	0.065585	-0.046595	0.055000	-0.060952	0.078244	0.042711	0.099678	-0.032522	0.100423	-0.031656	-0.068182	0.046372	-0.072650	0.046072	0.018437	0.088834	-0.083507	0.022976	0.114268	0.003274	0.116626	0.023012	0.057882	0.071675	0.147539	-0.002402	0.135420	-0.058738	0.136245	-0.057097	0.157673	-0.048555	0.157738	-0.048924	0.078856	-0.095513	0.184253	-0.036256	0.172369	-0.085262	0.108969	-0.116212	0.193841	-0.075563	0.134655	-0.129323	0.134767	-0.127949	0.196729	-0.131422	0.208850	-0.113056	0.230105	-0.104060	0.225556	-0.026897	0.272217	-0.053974	0.267655	-0.013545	0.267503	-0.014641	0.289270	-0.045348	0.272536	-0.092183	0.332283	-0.065822	0.358983	-0.041534	0.372023	-0.026142	0.266119	-0.121726	0.189685	-0.158142	0.251314	-0.180058	0.032989	-0.094694	0.356737	0.031924	0.142134	-0.158104	0.213035	-0.185915	0.068032	-0.138922	0.271507	-0.180196	0.305411	-0.146527	0.412915	0.004519	
0.008045	-0.055229	0.111904	0.012881	0.049960	-0.001785	-0.002176	-0.000913	0.024161	0.063403	-0.047264	-0.010263	-0.043086	-0.043082	-0.003872	-0.044575	0.023706	-0.067863	-0.030684	-0.055919	-0.028620	-0.029419	-0.046892	-0.009188	0.027098	-0.018041	-0.086659	0.014112	-0.071355	0.051285	-0.059779	0.067015	-0.085212	-0.046382	-0.108648	0.035891	-0.109463	0.034945	0.077742	-0.052417	0.082788	-0.052077	-0.020142	-0.100467	0.095107	-0.025999	-0.124604	-0.003256	-0.127179	-0.024844	-0.062965	-0.077982	-0.161002	0.002960	-0.147753	0.064572	-0.148658	0.062776	-0.172091	0.053439	-0.172162	0.053842	-0.085859	0.104837	-0.201146	0.040000	-0.188166	0.093589	-0.118799	0.127484	-0.211656	0.082975	-0.146890	0.141833	-0.147012	0.140331	-0.214809	0.144103	-0.228073	0.123995	-0.251330	0.114147	-0.246339	0.029753	-0.297388	0.059371	-0.292396	0.015149	-0.292229	0.016348	-0.316042	0.049937	-0.297749	0.101168	-0.363100	0.072336	-0.392300	0.045760	-0.406562	0.028926	-0.290726	0.133486	-0.207080	0.173360	-0.274526	0.197344	-0.035639	0.103988	-0.389844	-0.034583	-0.155064	0.173321	-0.232631	0.203758	-0.074012	0.152356	-0.296625	0.197496	-0.333709	0.160622	-0.451287	-0.004609	
0.001286	-0.010760	0.012881	0.038306	0.009583	-0.000145	-0.000661	-0.000045	0.004483	0.012888	-0.009785	-0.001757	-0.008921	-0.008337	-0.001084	-0.008642	0.004382	-0.013266	-0.006436	-0.010905	-0.006034	-0.005609	-0.009715	-0.001544	0.004994	-0.003319	-0.017669	0.003130	-0.014604	0.010602	-0.012287	0.013744	-0.017374	-0.009011	-0.022081	0.007503	-0.022245	0.007313	0.014975	-0.010153	0.015976	-0.010083	-0.004388	-0.019597	0.018459	-0.004919	-0.025285	-0.000355	-0.025800	-0.004689	-0.012931	-0.015311	-0.032592	0.000892	-0.029931	0.013262	-0.030115	0.012900	-0.034819	0.011026	-0.034833	0.011107	-0.017513	0.021341	-0.040652	0.008328	-0.038045	0.019089	-0.024121	0.025891	-0.042763	0.016955	-0.029761	0.028772	-0.029786	0.028470	-0.043401	0.029238	-0.046061	0.025192	-0.050729	0.023213	-0.049725	0.006272	-0.059973	0.012217	-0.058970	0.003341	-0.058937	0.003581	-0.063717	0.010323	-0.060046	0.020607	-0.073163	0.014820	-0.079025	0.009486	-0.081888	0.006106	-0.058637	0.027095	-0.041847	0.035103	-0.055384	0.039911	-0.007477	0.021158	-0.078532	-0.006643	-0.031403	0.035098	-0.046975	0.041201	-0.015147	0.030870	-0.059819	0.039941	-0.067264	0.032541	-0.090867	-0.000626	
0.006848	-0.044375	0.049960	0.009583	0.061739	-0.003440	-0.001563	-0.000744	0.019879	0.051097	-0.037636	-0.008314	-0.034243	-0.034818	-0.002630	-0.035903	0.019048	-0.054166	-0.024252	-0.045126	-0.022536	-0.023775	-0.037340	-0.007447	0.021938	-0.014367	-0.069535	0.011457	-0.057134	0.041589	-0.047749	0.054336	-0.068362	-0.037579	-0.087368	0.029121	-0.088029	0.028354	0.062235	-0.041862	0.066263	-0.041591	-0.015912	-0.080238	0.076094	-0.020773	-0.100304	-0.002621	-0.102390	-0.020125	-0.050343	-0.063145	-0.129818	0.002420	-0.119077	0.052379	-0.119809	0.050924	-0.138812	0.043351	-0.138869	0.043678	-0.068890	0.085024	-0.162376	0.032453	-0.151847	0.075907	-0.095601	0.103387	-0.170893	0.067304	-0.118379	0.115021	-0.118478	0.113804	-0.173450	0.116862	-0.184205	0.100562	-0.203060	0.092579	-0.199012	0.024147	-0.240405	0.048166	-0.236357	0.012304	-0.236222	0.013276	-0.255533	0.040513	-0.240699	0.082053	-0.293688	0.058673	-0.317365	0.037124	-0.328930	0.023473	-0.235002	0.108257	-0.167185	0.140584	-0.221868	0.160030	-0.028176	0.084334	-0.315373	-0.028025	-0.125008	0.140551	-0.187901	0.165230	-0.059282	0.123552	-0.239787	0.160154	-0.269855	0.130257	-0.365197	-0.003720	
-0.000330	0.001710	-0.001785	-0.000145	-0.003440	0.020349	-0.000038	0.000149	-0.000749	-0.001220	0.001078	0.000681	0.000985	0.001483	-0.000013	0.001476	-0.000763	0.001911	0.000677	0.001783	0.000610	0.001149	0.001056	0.000658	-0.000801	0.000759	0.001985	0.000211	0.001639	-0.000647	0.001362	-0.001033	0.001974	0.001571	0.002497	-0.000294	0.002516	-0.000272	-0.002101	0.001461	-0.002222	0.001456	0.000306	0.002692	-0.002479	0.000817	0.002856	0.000597	0.002919	0.001083	0.001449	0.002310	0.003682	0.000465	0.003376	-0.000942	0.003394	-0.000902	0.003931	-0.000685	0.003932	-0.000694	0.001969	-0.001866	0.004602	-0.000371	0.004299	-0.001600	0.002719	-0.002374	0.004832	-0.001361	0.003355	-0.002701	0.003358	-0.002669	0.004894	-0.002741	0.005203	-0.002294	0.005735	-0.002070	0.005629	-0.000144	0.006789	-0.000820	0.006676	0.000189	0.006672	0.000161	0.007213	-0.000605	0.006793	-0.001771	0.008282	-0.001112	0.008952	-0.000509	0.009278	-0.000124	0.006634	-0.002508	0.004722	-0.003417	0.006263	-0.003973	0.000767	-0.001870	0.008896	0.001328	0.003542	-0.003410	0.005306	-0.004114	0.001685	-0.002960	0.006769	-0.003977	0.007616	-0.003131	0.010301	0.000643	
0.000324	0.002328	-0.002176	-0.000661	-0.001563	-0.000038	0.001379	-0.000050	-0.000369	-0.002979	0.002895	0.000270	0.002694	0.001741	0.000903	0.001842	-0.000518	0.002934	0.002120	0.002330	0.002055	0.001142	0.002879	0.000224	-0.000426	0.000621	0.004628	-0.000784	0.003962	-0.002402	0.003457	-0.003085	0.004563	0.001855	0.005582	-0.001729	0.005617	-0.001688	-0.002474	0.001986	-0.002684	0.001970	0.001494	0.003834	-0.003187	0.000894	0.006274	-0.000030	0.006387	0.000907	0.003595	0.003224	0.007854	-0.000298	0.007278	-0.002974	0.007318	-0.002895	0.008335	-0.002490	0.008338	-0.002507	0.004594	-0.004720	0.009597	-0.001906	0.009033	-0.004233	0.006022	-0.005704	0.010053	-0.003772	0.007242	-0.006327	0.007247	-0.006261	0.010190	-0.006426	0.010766	-0.005553	0.011776	-0.005125	0.011560	-0.001461	0.013777	-0.002747	0.013560	-0.000827	0.013553	-0.000879	0.014586	-0.002338	0.013792	-0.004562	0.016629	-0.003310	0.017897	-0.002156	0.018516	-0.001425	0.013487	-0.005965	0.009856	-0.007695	0.012784	-0.008737	0.002417	-0.004682	0.017791	0.001332	0.007597	-0.007694	0.010965	-0.009015	0.004080	-0.006782	0.013743	-0.008743	0.015353	-0.007143	0.020458	0.000031	
-0.000229	0.000799	-0.000913	-0.000045	-0.000744	0.000149	-0.000050	0.000816	-0.000429	-0.000606	0.000419	0.000298	0.000377	0.000680	-0.000087	0.000680	-0.000421	0.000924	0.000233	0.000824	0.000201	0.000515	0.000413	0.000286	-0.000480	0.000367	0.000877	0.000035	0.000699	-0.000399	0.000563	-0.000587	0.000864	0.000727	0.001133	-0.000219	0.001143	-0.000208	-0.001102	0.000750	-0.001161	0.000747	0.000051	0.001318	-0.001285	0.000437	0.001317	0.000235	0.001348	0.000484	0.000604	0.001101	0.001740	0.000165	0.001585	-0.000551	0.001596	-0.000530	0.001868	-0.000421	0.001869	-0.000426	0.000867	-0.001021	0.002207	-0.000265	0.002056	-0.000888	0.001249	-0.001283	0.002329	-0.000765	0.001575	-0.001450	0.001577	-0.001433	0.002364	-0.001475	0.002519	-0.001242	0.002790	-0.001127	0.002733	-0.000146	0.003326	-0.000490	0.003268	0.000024	0.003266	0.000010	0.003543	-0.000381	0.003331	-0.000976	0.004089	-0.000641	0.004429	-0.000332	0.004595	-0.000136	0.003249	-0.001352	0.002274	-0.001816	0.003060	-0.002097	0.000272	-0.001017	0.004400	0.000602	0.001670	-0.001815	0.002572	-0.002171	0.000727	-0.001576	0.003318	-0.002099	0.003749	-0.001668	0.005114	0.000254	
0.004034	-0.021433	0.024161	0.004483	0.019879	-0.000749	-0.000369	-0.000429	0.029692	0.029140	-0.017389	-0.004171	-0.015689	-0.017143	-0.000342	-0.017493	0.009338	-0.025725	-0.010871	-0.022075	-0.009928	-0.011726	-0.017255	-0.003749	0.011043	-0.006813	-0.033117	0.005644	-0.026889	0.020584	-0.022223	0.026958	-0.032526	-0.018635	-0.041964	0.014415	-0.042293	0.014035	0.029946	-0.019966	0.031855	-0.019839	-0.007148	-0.038242	0.036504	-0.009967	-0.048385	-0.001345	-0.049419	-0.010032	-0.023645	-0.031187	-0.063064	0.001163	-0.057730	0.025991	-0.058100	0.025265	-0.067544	0.021503	-0.067573	0.021665	-0.032739	0.042312	-0.079254	0.016095	-0.074029	0.037704	-0.046025	0.051451	-0.083508	0.033413	-0.057346	0.057251	-0.057394	0.056647	-0.084767	0.058117	-0.090129	0.049973	-0.099517	0.045985	-0.097479	0.011967	-0.118072	0.023915	-0.116056	0.006081	-0.115989	0.006564	-0.125599	0.020109	-0.118241	0.040763	-0.144580	0.029138	-0.156357	0.018412	-0.162109	0.011623	-0.115403	0.053804	-0.081607	0.069962	-0.108856	0.079650	-0.012320	0.042073	-0.155367	-0.013988	-0.060633	0.069955	-0.091923	0.082249	-0.027939	0.061560	-0.117790	0.079715	-0.132742	0.064760	-0.180144	-0.001901	
0.007682	-0.057389	0.063403	0.012888	0.051097	-0.001220	-0.002979	-0.000606	0.029140	0.088367	-0.051038	-0.010073	-0.046524	-0.045173	-0.004690	-0.046420	0.023419	-0.069661	-0.033264	-0.058730	-0.030984	-0.030495	-0.050676	-0.008913	0.026880	-0.017781	-0.093709	0.016437	-0.077216	0.056643	-0.064736	0.073594	-0.092066	-0.048986	-0.117471	0.039978	-0.118353	0.038956	0.078139	-0.053116	0.083305	-0.052763	-0.021787	-0.101851	0.095911	-0.026083	-0.134725	-0.002362	-0.137499	-0.025723	-0.068039	-0.083077	-0.174099	0.004373	-0.159778	0.071010	-0.160765	0.069065	-0.186103	0.058971	-0.186179	0.059407	-0.092910	0.114568	-0.217513	0.044444	-0.203485	0.102400	-0.128502	0.139067	-0.228893	0.090909	-0.158874	0.154587	-0.159007	0.152963	-0.232316	0.157052	-0.246652	0.135280	-0.271804	0.124621	-0.266390	0.033356	-0.321603	0.065388	-0.316203	0.017563	-0.316023	0.018859	-0.341780	0.055184	-0.322002	0.110591	-0.392678	0.079413	-0.424256	0.050667	-0.439680	0.032461	-0.314404	0.145544	-0.223949	0.188674	-0.296881	0.214596	-0.038826	0.113686	-0.421599	-0.036223	-0.167711	0.188633	-0.251575	0.221537	-0.080220	0.165920	-0.320779	0.214761	-0.360889	0.174886	-0.488049	-0.003807	
