-19.812938	-0.476092
2.241866	-21.770896
-1.873986	-16.771924
-0.213170	1.389122
21.834566	-9.861994
-2.632282	17.311824
-14.147154	16.990419
-15.564769	3.341092
-24.852264	-6.305624
-18.953935	13.033013
-9.668948	11.421125
-2.018801	17.187304
-7.049687	-8.321442
7.198155	30.572281
19.744291	24.250839
-31.995401	8.240308
-26.489214	24.104118
-13.794974	31.341688
24.914449	19.957519
37.362093	10.681001
15.140728	37.724834
15.176241	37.647943
39.205418	28.070801
54.701007	21.600540
46.624754	38.626596
13.706432	-35.435165
0.668365	-42.704516
-17.161207	-44.511825
-10.306628	-32.056926
-21.364667	-51.400667
-22.776724	-47.978660
-19.725881	-33.297606
-25.605346	-47.079085
-19.639070	-25.321324
-18.991655	-26.192755
-38.167579	-54.009295
-38.806776	-38.131817
-51.467625	-61.760304
-47.870273	-41.700885
-41.069796	-31.178085
-61.117580	-48.871023
-56.701585	-35.507474
-47.761567	-28.027741
-62.072494	-68.508889
-54.817880	-84.946716
-71.900767	-48.417075
-79.552277	-53.466389
-80.078065	-70.692650
-69.500721	-37.051875
-77.984860	-43.360321
-61.199626	-29.855573
-86.765810	-59.262065
-88.373511	-50.032495
-93.680199	-54.170501
-94.247102	-64.577421
-94.618505	-63.988757
-94.683106	-74.755024
-110.012880	-63.259229
-112.858506	-30.242460
-126.095828	-54.651480
-126.233586	-53.725622
-126.684962	-54.483744
-133.464282	-37.092498
-52.489564	-21.427507
-58.487946	-7.664139
-36.323557	-21.347451
-38.950882	-10.990032
-42.835562	-5.781917
-42.632849	-5.569370
-54.546268	8.490289
-49.319491	13.234462
-5.568961	45.611730
1.656103	44.186934
5.109222	56.871911
19.175174	69.927706
22.991487	59.762497
23.279522	59.661591
26.397353	50.836621
25.368248	51.246269
16.584841	86.021861
34.217006	72.839747
37.613739	64.330809
12.722381	102.568242
13.143737	102.478866
28.292653	103.221508
45.958314	85.767383
25.489013	109.740211
48.964412	77.392060
42.852160	102.097203
55.701865	72.165890
54.012426	99.138402
65.953532	68.877058
75.476587	92.278517
77.747949	77.880873
76.068414	99.947540
64.332472	113.551585
34.635972	125.401155
26.053922	136.446053
20.505318	141.668382
-2.006505	137.403669
9.886817	157.961595
-137.860090	24.471708
-141.087490	32.025550
-138.903581	51.264477
-137.380495	-4.945320
-137.466631	57.092159
-152.983948	69.067714
-154.242691	42.262432
-170.544931	65.660576
-167.376997	84.536896
-166.362452	44.437491
-178.480472	59.439535
-160.922936	17.441877
-151.647207	-16.640130
-157.122841	-49.548567
-167.937521	-38.621568
-129.885576	-66.491205
-153.302727	-69.582900
-167.204994	-55.624693
-139.163354	-75.403683
-142.222027	-80.757173
-116.771696	-79.498527
-131.745489	-88.821676
-149.790386	-88.665649
-117.812471	-88.368823
-112.625332	-85.271368
-174.670508	-80.954220
-173.319537	-28.239674
-172.179745	-8.445709
-175.329974	7.048848
-173.088212	27.351338
-187.500698	81.004925
-165.213989	97.803664
-148.470997	100.467079
-156.129445	114.699676
-171.076461	123.543286
-146.591764	122.790473
-146.990936	130.323909
-137.533370	111.871088
-157.057226	143.072980
-140.215411	128.291739
-141.022688	143.365558
-132.552449	109.469859
-124.045301	128.351359
-114.931816	138.584903
-133.516446	158.345403
-150.307829	172.806120
-123.763194	177.284221
-112.922943	185.200251
-98.560419	159.994800
-128.862089	204.869920
-125.000019	205.029881
