0.000000	0.000000	0.000000
0.785397	0.707110	0.707109
1.570794	0.707113	1.707115
2.356190	-0.707093	3.121332
2.277183	-1.488658	4.037302
2.683045	-2.950984	4.759166
3.088396	-4.948155	4.865509
3.089864	-6.945478	4.968921
3.853316	-8.459951	3.662642
3.963815	-9.821139	2.197322
4.133383	-10.915522	0.523310
3.348005	-12.873066	0.113411
3.282847	-14.853145	-0.168158
3.243444	-16.842780	-0.371510
3.175257	-18.841645	-0.438826
3.247107	-20.830522	-0.649464
3.824701	-22.381751	-1.911876
3.826902	-23.930196	-3.177700
3.688781	-25.638178	-4.218276
3.799683	-27.220501	-5.441490
3.525816	-28.648187	-6.018730
2.740418	-30.489393	-5.237731
2.225223	-31.706741	-3.651016
2.189678	-32.866991	-2.021961
2.185009	-34.019622	-0.387507
2.970407	-35.990389	-0.046806
3.175596	-37.989233	-0.114800
3.229322	-39.981541	-0.290033
3.225093	-41.974573	-0.456840
3.890497	-43.439443	-1.818514
3.920273	-44.863125	-3.223195
3.934837	-46.266199	-4.648461
3.910003	-47.704232	-6.038447
3.124605	-49.703943	-6.004473
2.341280	-51.096906	-4.569325
2.275779	-52.392947	-3.046082
2.224563	-53.609306	-1.458486
2.217638	-54.814643	0.137495
3.003036	-56.795476	0.413723
3.222837	-58.788879	0.251412
3.224968	-60.781929	0.084855
3.218526	-62.776014	-0.068859
3.217057	-64.770321	-0.219644
2.485362	-66.354917	1.000625
2.488697	-67.943573	2.215602
2.488929	-69.532511	3.430212
2.485817	-71.117661	4.649760
3.271215	-73.100882	4.391240
4.056612	-74.320432	2.806091
4.175749	-75.342935	1.087229
4.175722	-76.365484	-0.631606
4.174139	-77.390753	-2.348820
3.388740	-79.329981	-2.838099
3.146317	-81.329959	-2.847547
3.150415	-83.329881	-2.865192
3.150708	-85.329798	-2.883424
3.863243	-86.831231	-4.204673
3.860607	-88.336141	-5.521960
3.859255	-89.842832	-6.837210
3.858590	-91.350396	-8.151458
3.073192	-93.345718	-8.014763
2.287794	-94.659967	-6.507199
2.207173	-95.848537	-4.898691
2.205855	-97.034986	-3.288617
2.202079	-98.215348	-1.674075
2.987477	-100.191643	-1.367062
3.205805	-102.187521	-1.495399
3.201947	-104.183880	-1.616034
3.199784	-106.180494	-1.732352
2.498971	-107.781549	-0.533760
2.500019	-109.383859	0.663154
2.544164	-111.030646	1.783576
2.503420	-112.637017	2.975033
3.288818	-114.615380	2.681645
4.074214	-115.806841	1.075276
4.119350	-116.924609	-0.583215
4.121577	-118.038680	-2.244191
4.120403	-119.154700	-3.903860
4.135755	-120.245111	-5.580465
4.132337	-121.341246	-7.253333
4.129168	-122.442677	-8.922719
4.125309	-123.550542	-10.587842
4.113603	-124.677821	-12.239883
4.123037	-125.789465	-13.902485
4.123789	-126.899859	-15.565922
4.126257	-128.006144	-17.232095
4.127820	-129.109824	-18.899995
4.129024	-130.211495	-20.569222
4.579713	-130.476070	-22.551645
4.577493	-130.745045	-24.533475
4.579150	-131.010735	-26.515747
4.583480	-131.267840	-28.499152
5.368878	-130.047161	-30.083432
6.154275	-128.063757	-30.340539
6.550244	-126.134655	-29.812747
6.555072	-124.208124	-29.275649
6.551179	-122.279516	-28.746054
6.548423	-120.349455	-28.221777
6.551168	-118.420841	-27.692204
6.550277	-116.491756	-27.164350
6.556398	-114.565938	-26.624697
6.746082	-112.874078	-25.780354
6.556525	-110.948329	-25.240456
6.553801	-109.021116	-24.705806
6.554114	-107.094071	-24.170552
6.503988	-105.142627	-23.732527
6.504570	-103.191439	-23.293366
6.506614	-101.241152	-22.850218
6.508176	-99.291560	-22.404022
6.509751	-97.342672	-21.954758
6.507263	-95.392674	-21.510343
6.489936	-93.435268	-21.099782
6.501951	-91.482936	-20.665733
6.485214	-89.523613	-20.264418
6.387485	-87.534483	-20.056197
6.436915	-85.558069	-19.749947
6.470613	-83.593096	-19.377281
6.459564	-81.624125	-19.026351
6.486316	-79.665246	-18.622878
6.480809	-77.704175	-18.230199
6.495099	-75.748915	-17.809537
6.493139	-73.792834	-17.392707
