-19.777192	-0.729651
2.334423	-21.932669
-2.183595	-17.261954
-0.209232	1.409698
21.848116	-10.194864
-2.447748	17.071904
-14.148145	16.567997
-15.678727	3.167983
-24.988017	-5.984548
-18.908546	12.556892
-9.768097	11.448625
-1.965425	16.937330
-7.110908	-8.282041
7.145490	30.283406
19.793025	24.078854
-32.248981	8.453193
-14.085918	31.479017
-26.444405	24.403916
-19.856745	-24.703317
-18.758361	-26.024054
-38.891147	-11.157443
-42.894440	-5.374780
-42.702802	-5.542626
-36.617100	-21.168769
-49.134571	13.590332
-40.985140	-31.155935
-19.966730	-33.332852
-47.922373	-27.969032
-52.641385	-21.208347
-58.428659	-7.405297
-54.644179	8.547603
-61.617095	-29.601692
-137.505364	-4.213428
-112.950654	-29.834447
-151.880566	-15.991848
-133.776089	-36.103573
-127.483297	-53.601909
-126.286806	-53.873849
-126.751089	-53.261561
-77.946343	-42.667250
-69.802113	-36.419666
-57.174303	-34.869320
-61.954428	-48.477733
-72.411723	-48.104973
-48.522067	-41.480455
-79.811101	-53.138310
-38.877114	-38.205058
-38.635622	-53.928125
-52.011378	-61.720177
-25.950429	-46.948578
-23.433599	-47.771607
-62.821375	-68.647280
-22.135126	-51.428459
-55.971486	-84.056355
-76.739749	-87.015787
-80.268437	-70.338968
-93.622804	-87.899520
-95.543813	-74.127157
-87.602119	-58.907041
-94.933832	-63.847122
-95.080950	-63.406091
-88.897072	-49.840239
-93.931128	-53.658094
-110.428334	-62.451092
-113.222767	-84.578260
-117.324919	-78.301253
-117.941011	-87.675051
-130.288318	-65.870874
-132.277122	-88.165007
-139.593137	-74.938269
-103.275804	-103.452472
-142.507863	-79.662596
-125.435308	-106.781083
-150.042452	-88.468524
-153.546012	-69.086057
-157.582313	-48.937533
-167.520666	-54.731618
-168.367963	-38.131229
-173.404493	-27.419605
-172.182717	-7.337786
-175.756333	7.648429
-160.683449	18.391822
-172.780214	27.684771
-137.506870	24.969617
-140.702077	32.610489
-5.282266	45.620586
2.021058	44.125526
15.225718	38.033370
5.371947	56.651061
15.600624	37.472882
26.579077	50.611238
25.745323	50.803264
23.261769	59.216933
23.516428	59.302588
19.434687	69.567536
37.510590	63.638083
34.418212	72.317304
16.778163	85.914476
25.153495	19.569779
37.740190	10.275602
39.266256	27.776364
55.028643	21.406328
13.402386	-35.875115
-10.336331	-32.142064
0.415317	-43.348208
-18.063598	-44.282578
47.924288	38.635682
53.586347	48.018894
53.138730	48.067883
64.712324	49.896319
66.216058	68.707573
55.965644	71.580780
49.416523	76.884792
77.743995	77.128983
46.205478	85.555687
76.287417	91.490946
54.247409	98.944207
43.295099	101.827262
28.419483	102.725389
64.606693	113.057304
25.908788	109.358018
12.674646	102.167015
13.229107	102.149428
35.029068	124.986768
76.870223	99.505044
26.291833	136.013635
20.888852	141.415685
10.397571	157.805264
-1.511673	137.268386
