14	0.372807
16	0.309381
35	0.136095
37	0.014346
38	0.710637
39	0.173838
40	0.197971
44	0.196196
45	0.585316
51	0.438307
76	0.099587
95	0.261845
98	0.096293
41	1.184867
107	0.962884
42	0.981737
96	0.370908
11	0.794123
34	0.774781
10	1.898798
43	1.165865
77	1.344547
97	1.430094
53	0.484704
57	0.816051
56	1.904776
89	1.116951
55	1.967935
90	2.589894
84	0.767478
24	3.022597
22	4.067458
28	5.545487
32	7.447555
80	7.270179
30	7.610873
111	9.394318
109	8.747653
110	9.087996
139	8.995659
92	7.163392
31	9.495631
140	7.252703
79	5.108731
25	6.040415
23	5.938486
160	4.869406
21	3.668497
91	4.332564
19	2.998425
47	2.250749
112	9.345351
114	11.149313
113	10.324968
142	5.430453
29	8.474757
93	7.695464
138	5.226456
27	5.393231
26	3.734002
20	3.638305
33	3.085449
78	3.256574
18	2.263132
8	2.227851
1	1.565794
4	2.014846
17	1.460453
2	1.476538
94	0.890807
81	0.689192
82	0.701773
3	1.396669
5	1.560177
7	2.643915
15	1.288890
48	0.899910
12	1.194313
6	1.838765
50	1.480425
49	2.705081
9	1.972989
13	1.605606
46	2.021041
119	8.437342
123	10.490931
136	8.499603
115	9.392725
120	9.308777
121	10.674830
118	10.554524
122	10.963697
137	10.117426
116	9.753342
127	14.283034
124	15.361888
126	13.065837
125	9.862442
131	22.791208
129	13.638931
130	13.469890
143	9.024272
128	10.497776
133	17.333971
132	14.307539
134	16.164543
157	14.268015
135	14.083263
159	16.457287
144	17.683799
147	13.906866
158	17.505601
149	17.985446
146	18.130849
145	18.372791
148	18.041379
150	22.601866
156	14.407493
154	15.529936
151	19.303706
155	19.194150
152	25.006998
153	25.609181
